Company,Date Joined,Industry,Country,City,Continent,Year Founded,Funding,Funding_Numeric ($B),Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November),Years to Unicorn,Most Recent Valuation
Moka,2021-11-02,Internet Software And Services,China,Beijing,Asia,2015,$144M,0.14400000000000002,1,"GGV Capital, GSR Ventures, FreesFund",1.0,"GGV Capital, GSR Ventures, FreesFund",6,1.0
Momenta,2018-10-17,Artificial Intelligence,China,Beijing,Asia,2016,$1B,1.0,1,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1.0,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2,1.0
Morning Consult,2021-06-08,Internet Software And Services,United States,Washington DC,North America,2014,$91M,0.091,1,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",1.0,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",7,1.0
Movile,2018-07-12,Mobile And Telecommunications,Brazil,Sao Paulo,South America,1998,$588M,0.588,1,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",1.0,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",20,1.0
Mux,2021-04-30,Internet Software And Services,United States,San Francisco,North America,2015,$174M,0.17400000000000002,1,"Accel, Cobalt Capital, Andreessen Horowitz",1.0,"Accel, Cobalt Capital, Andreessen Horowitz",6,1.0
Nature's Fynd,2021-07-19,Other,United States,Chicago,North America,2012,$463M,0.463,1,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",1.0,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",9,1.0
News Break,2021-01-07,Internet Software And Services,United States,Mountain View,North America,2015,$151M,0.151,1,"IDG Capital, Francisco Partners, ZhenFund",1.0,"IDG Capital, Francisco Partners, ZhenFund",6,1.0
Newsela,2021-02-25,Internet Software And Services,United States,New York,North America,2013,$172M,0.17200000000000001,1,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",1.0,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",8,1.0
NIUM,2021-07-13,Fintech,Singapore,,Asia,2014,$285M,0.28500000000000003,1,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",1.0,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",7,1.0
NoBroker,2021-11-23,Internet Software And Services,India,Bengaluru,Asia,2014,$424M,0.424,1,"General Atlantic, Elevation Capital, BEENEXT",1.0,"General Atlantic, Elevation Capital, BEENEXT",7,1.0
Noname Security,2021-12-15,Cybersecurity,United States,Palo Alto,North America,2020,$220M,0.22,1,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1.0,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1,1.0
Numbrs,2019-08-22,Fintech,Switzerland,Zurich,Europe,1999,$105M,0.105,1,"Investment Corporation of Dubai, Centralway",1.0,"Investment Corporation of Dubai, Centralway",20,1.0
Omada Health,2022-02-23,Health,United States,San Francisco,North America,2011,$449M,0.449,1,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",1.0,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",11,1.0
Omio,2018-10-23,Travel,Germany,Berlin,Europe,2013,$396M,0.396,1,"Lakestar, Battery Ventures, New Enterprise Associates",1.0,"Lakestar, Battery Ventures, New Enterprise Associates",5,1.0
ONE,2021-12-08,Internet Software And Services,Singapore,,Asia,2011,$515M,0.515,1,"Temasek, Guggenheim Investments, Qatar Investment Authority",1.0,"Temasek, Guggenheim Investments, Qatar Investment Authority",10,1.0
OpenWeb,2021-11-09,Internet Software And Services,United States,New York,North America,2012,$223M,0.223,1,"Insight Partners, AltaIR Capital, Norma Investments",1.5,"Insight Partners, AltaIR Capital, Norma Investments",9,1.5
Orca Bio,2020-06-17,Health,United States,Menlo Park,North America,2016,$192M,0.192,1,"Lightspeed Venture Partners, Data Collective, 8VC",1.0,"Lightspeed Venture Partners, Data Collective, 8VC",4,1.0
Orchard,2021-09-09,Fintech,United States,New York,North America,2017,$252M,0.252,1,"Accomplice, Juxtapose, FirstMark Capital",1.0,"Accomplice, Juxtapose, FirstMark Capital",4,1.0
Owkin,2021-11-18,Artificial Intelligence,United States,New York,North America,2016,$254M,0.254,1,"Google Ventures, Cathay Innovation, NJF Capital",1.0,"Google Ventures, Cathay Innovation, NJF Capital",5,1.0
PandaDoc,2021-09-22,Internet Software And Services,United States,San Francisco,North America,2016,$51M,0.051000000000000004,1,"Rembrandt Venture Partners, M12, Altos Ventures",1.0,"Rembrandt Venture Partners, M12, Altos Ventures",5,1.0
Pat McGrath Labs,2018-07-16,Consumer And Retail,United States,New York,North America,2016,$60M,0.06,1,"One Luxury Group, Eurazeo",1.0,"One Luxury Group, Eurazeo",2,1.0
PatSnap,2021-03-16,Internet Software And Services,Singapore,,Asia,2007,$352M,0.352,1,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",1.0,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",14,1.0
Payhawk,2022-02-14,Fintech,United Kingdom,London,Europe,2018,$239M,0.23900000000000002,1,"Earlybird Venture Capital, Eleven Ventures, QED Investors",1.0,"Earlybird Venture Capital, Eleven Ventures, QED Investors",4,1.0
Pentera,2022-01-11,Cybersecurity,Israel,Petah Tikva,Asia,2015,$190M,0.19,1,"AWZ Ventures, Blackstone, Insight Partners",1.0,"AWZ Ventures, Blackstone, Insight Partners",7,1.0
Pet Circle,2021-12-06,E-commerce And Direct-to-consumer,Australia,Alexandria,Oceania,2011,$125M,0.125,1,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",1.0,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",10,1.0
PicsArt,2021-08-26,Mobile And Telecommunications,United States,San Francisco,North America,2011,$195M,0.195,1,"Sequoia Capital, DCM Ventures, Insight Partners",1.0,"Sequoia Capital, DCM Ventures, Insight Partners",10,1.0
PLACE,2021-11-17,Internet Software And Services,United States,Bellingham,North America,2020,$100M,0.1,1,"Goldman Sachs Asset Management, 3L",1.0,"Goldman Sachs Asset Management, 3L",1,1.0
Placer.ai,2022-01-12,Artificial Intelligence,United States,Los Altos,North America,2016,$166M,0.166,1,"Fifth Wall Ventures, JBV Capital, Array Ventures",1.0,"Fifth Wall Ventures, JBV Capital, Array Ventures",6,1.0
Playco,2020-09-21,Other,Japan,Tokyo,Asia,2020,$140M,0.14,1,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1.0,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",0,1.0
Poizon,2019-04-29,Mobile And Telecommunications,China,Shanghai,Asia,2015,Unknown,0.5504649805447471,1,"DST Global, Sequoia Capital China, Gaorong Capital",1.0,"DST Global, Sequoia Capital China, Gaorong Capital",4,1.0
PPRO,2021-01-19,Fintech,United Kingdom,London,Europe,2006,$370M,0.37,1,"Wellington Management, Eurazeo, Citi Ventures",1.0,"Wellington Management, Eurazeo, Citi Ventures",15,1.0
Printful,2021-05-24,Other,United States,Charlotte,North America,2016,$130M,0.13,1,Bregal Sagemount,1.0,Bregal Sagemount,5,1.0
Quantum Metric,2021-01-07,Data Management And Analytics,United States,Colorado Springs,North America,2015,$226M,0.226,1,"Insight Partners, Bain Capital Ventures",1.0,"Insight Partners, Bain Capital Ventures",6,1.0
Quizlet,2020-05-13,Edtech,United States,San Francisco,North America,2005,$62M,0.062,1,"Union Square Ventures, Altos Ventures, Costanoa Ventures",1.0,"Union Square Ventures, Altos Ventures, Costanoa Ventures",15,1.0
RapidAPI,2022-03-23,Internet Software And Services,United States,San Francisco,North America,2015,$273M,0.273,1,"Green Bay Ventures, M12, Andreessen Horowitz",1.0,"Green Bay Ventures, M12, Andreessen Horowitz",7,1.0
Razor,2021-11-08,Consumer And Retail,Germany,Berlin,Europe,2020,$167M,0.167,1,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1.0,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1,1.0
Red Ventures,2015-01-07,Other,United States,Fort Mill,North America,2000,$250M,0.25,1,"Silver Lake Partners, General Atlantic",1.0,"Silver Lake Partners, General Atlantic",15,1.0
REEF Technology,2018-12-10,"Supply Chain, Logistics, And Delivery",United States,Miami,North America,2015,$2B,2.0,1,"Target Global, UBS Asset Management, Mubadala Capital",1.0,"Target Global, UBS Asset Management, Mubadala Capital",3,1.0
ReliaQuest,2021-12-01,Cybersecurity,United States,Tampa,North America,2007,$330M,0.33,1,"KKR, FTV Capital, Ten Eleven Ventures",1.0,"KKR, FTV Capital, Ten Eleven Ventures",14,1.0
Revolution Precrafted,2017-10-23,Other,Philippines,Manila,Asia,2015,$15M,0.015,1,"K2 Global, 500 Startups",1.0,"K2 Global, 500 Startups",2,1.0
Rothy's,2021-12-21,Consumer And Retail,United States,San Francisco,North America,2016,$484M,0.484,1,"Alpargatas, GS Growth, Lightspeed Venture Partners",1.0,"Alpargatas, GS Growth, Lightspeed Venture Partners",5,1.0
SaltPay,2021-04-09,Fintech,United Kingdom,London,Europe,2019,$1B,1.0,1,"Tiger Global Management, Hedosophia",1.0,"Tiger Global Management, Hedosophia",2,1.0
Savage X Fenty,2021-02-10,E-commerce And Direct-to-consumer,United States,El Segundo,North America,2018,$310M,0.31,1,"Speedinvest, Valar Ventures, Uniqa Ventures",1.0,"Speedinvest, Valar Ventures, Uniqa Ventures",3,1.0
Scalapay,2022-02-23,Fintech,Italy,Milan,Europe,2019,$416M,0.41600000000000004,1,"Fasanara Capital, Tiger Global Management, Baleen Capital",1.0,"Fasanara Capital, Tiger Global Management, Baleen Capital",3,1.0
Scandit,2022-02-09,"Supply Chain, Logistics, And Delivery",Switzerland,Zurich,Europe,2009,$273M,0.273,1,"Atomico, NGP Capital, Google Ventures",1.0,"Atomico, NGP Capital, Google Ventures",13,1.0
Sentry,2021-02-18,Other,United States,San Francisco,North America,2011,$127M,0.127,1,"New Enterprise Associates, Accel, Bond",3.0,"New Enterprise Associates, Accel, Bond",10,3.0
Shield AI,2021-08-24,Artificial Intelligence,United States,San Diego,North America,2015,$328M,0.328,1,"Andreessen Horowitz, Homebrew, Point72 Ventures",1.0,"Andreessen Horowitz, Homebrew, Point72 Ventures",6,1.0
Shift Technology,2021-05-06,Artificial Intelligence,France,Paris,Europe,2014,$545M,0.545,1,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1.0,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",7,1.0
ShipBob,2021-06-29,"Supply Chain, Logistics, And Delivery",United States,Chicago,North America,2014,$331M,0.331,1,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",1.0,"Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",7,1.0
Shippo,2021-06-02,"Supply Chain, Logistics, And Delivery",United States,San Francisco,North America,2013,$154M,0.154,1,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",1.0,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",8,1.0
Sidecar Health,2021-01-26,Fintech,United States,El Segundo,North America,2018,$163M,0.163,1,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1.0,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",3,1.0
Sift,2021-04-22,Artificial Intelligence,United States,San Francisco,North America,2011,$157M,0.157,1,"Union Square Ventures, Insight Partners, Spark Capital",1.0,"Union Square Ventures, Insight Partners, Spark Capital",10,1.0
Skydio,2021-02-25,"Supply Chain, Logistics, And Delivery",United States,Redwood City,North America,2014,$340M,0.34,1,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",1.0,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",7,1.0
Slice,2021-11-28,Fintech,India,Bengaluru,Asia,2015,$249M,0.249,1,"Gunosy Capital, Blume Ventures, Das Capital",1.8,"Gunosy Capital, Blume Ventures, Das Capital",6,1.8
SmartAsset,2021-06-24,Fintech,United States,New York,North America,2012,$161M,0.161,1,"Javelin Venture Partners, TTV Capital, Peterson Ventures",1.0,"Javelin Venture Partners, TTV Capital, Peterson Ventures",9,1.0
SMS Assist,2016-06-07,Internet Software And Services,United States,Chicago,North America,2003,$255M,0.255,1,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",1.0,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",13,1.0
SnapLogic,2021-12-13,Internet Software And Services,United States,San Mateo,North America,2006,$371M,0.371,1,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",1.0,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",15,1.0
Snorkel AI,2021-08-09,Artificial Intelligence,United States,Palo Alto,North America,2019,$135M,0.135,1,"Greylock Partners, Google Ventures, BlackRock",1.0,"Greylock Partners, Google Ventures, BlackRock",2,1.0
Solo.io,2021-10-07,Internet Software And Services,United States,Cambridge,North America,2017,$172M,0.17200000000000001,1,"True Ventures, Altimeter Capital, Redpoint Ventures",1.0,"True Ventures, Altimeter Capital, Redpoint Ventures",4,1.0
Splashtop,2021-01-27,Internet Software And Services,United States,San Jose,North America,2006,$114M,0.114,1,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",1.0,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",15,1.0
Standard,2021-02-17,Artificial Intelligence,United States,San Francisco,North America,2017,$239M,0.23900000000000002,1,"CRV, Y Combinator, Initialized Capital",1.0,"CRV, Y Combinator, Initialized Capital",4,1.0
Stytch,2021-11-18,Cybersecurity,United States,San Francisco,North America,2020,$126M,0.126,1,"Index Ventures, Benchmark, Thrive Capital",1.0,"Index Ventures, Benchmark, Thrive Capital",1,1.0
Swile,2021-10-11,Fintech,France,Montpellier,Europe,2016,$326M,0.326,1,"Index Ventures, IDInvest Partners, Daphni",1.0,"Index Ventures, IDInvest Partners, Daphni",5,1.0
Tarana Wireless,2022-03-23,Mobile And Telecommunications,United States,Milpitas,North America,2009,$376M,0.376,1,"Prime Movers Lab, Khosla Ventures, I Squared Capital",1.0,"Prime Movers Lab, Khosla Ventures, I Squared Capital",13,1.0
TechStyle Fashion Group,2014-08-29,E-commerce And Direct-to-consumer,United States,El Segundo,North America,2010,$336M,0.336,1,"Matrix Partners, Passport Capital, Rho Ventures",1.0,"Matrix Partners, Passport Capital, Rho Ventures",4,1.0
TensTorrent,2021-05-05,Artificial Intelligence,Canada,Toronto,North America,2016,$235M,0.23500000000000001,1,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",1.0,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",5,1.0
TERMINUS Technology,2018-10-25,Hardware,China,Beijing,Asia,2015,$623M,0.623,1,"China Everbright Limited, IDG Capital, iFLYTEK",1.0,"China Everbright Limited, IDG Capital, iFLYTEK",3,1.0
Tezign,2021-11-02,Internet Software And Services,China,Shanghai,Asia,2015,$151M,0.151,1,"Sequoia Capital China, Linear Venture, Hearst Ventures",1.0,"Sequoia Capital China, Linear Venture, Hearst Ventures",6,1.0
The Zebra,2021-04-12,E-commerce And Direct-to-consumer,United States,Austin,North America,2012,$257M,0.257,1,"Silverton Partners, Accel, Ballast Point Ventures",1.0,"Silverton Partners, Accel, Ballast Point Ventures",9,1.0
Thirty Madison,2021-06-02,Health,United States,New York,North America,1993,$210M,0.21,1,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",1.0,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",28,1.0
Thought Machine,2021-11-29,Fintech,United Kingdom,London,Europe,2014,$403M,0.403,1,"British Patient Capital, SEB Venture Capital, IQ Capital",2.7,"British Patient Capital, SEB Venture Capital, IQ Capital",7,2.7
Timescale,2022-02-22,Internet Software And Services,United States,New York,North America,2015,$181M,0.181,1,"New Enterprise Associates, Benchmark, Two Sigma Ventures",1.0,"New Enterprise Associates, Benchmark, Two Sigma Ventures",7,1.0
Tractable,2021-06-16,Artificial Intelligence,United Kingdom,London,Europe,2014,$120M,0.12,1,"Insight Partners, Ignition Partners, Georgian Partners",1.0,"Insight Partners, Ignition Partners, Georgian Partners",7,1.0
Tresata,2018-10-10,Fintech,United States,Charlotte,North America,2011,$51M,0.051000000000000004,1,GCP Capital Partners,1.0,GCP Capital Partners,7,1.0
TrialSpark,2021-09-30,Health,United States,New York,North America,2014,$156M,0.156,1,"Sequoia Capital, Thrive Capital, Sound Ventures",1.0,"Sequoia Capital, Thrive Capital, Sound Ventures",7,1.0
TrueLayer,2021-09-21,Fintech,United Kingdom,London,Europe,2016,$271M,0.271,1,"Anthemis, Connect Ventures, Northzone Ventures",1.0,"Anthemis, Connect Ventures, Northzone Ventures",5,1.0
Unico,2021-08-03,Artificial Intelligence,Brazil,Sao Paulo,South America,2007,$237M,0.23700000000000002,1,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2.6,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",14,2.6
Vagaro,2021-11-03,Internet Software And Services,United States,Dublin,North America,2009,$163M,0.163,1,FTV Capital,1.0,FTV Capital,12,1.0
Vedantu,2021-09-29,Edtech,India,Bengaluru,Asia,2014,$292M,0.292,1,"Accel, Tiger Global Management, Omidyar Network",1.0,"Accel, Tiger Global Management, Omidyar Network",7,1.0
Veev,2022-02-24,Internet Software And Services,United States,San Mateo,North America,2008,$585M,0.585,1,"Zeev Ventures, Bond, Fifth Wall Ventures",1.0,"Zeev Ventures, Bond, Fifth Wall Ventures",14,1.0
Vise,2021-05-18,Fintech,United States,New York,North America,2016,$128M,0.128,1,"Sequoia Capital, Founders Fund, Bling Capital",1.0,"Sequoia Capital, Founders Fund, Bling Capital",5,1.0
Visier,2021-06-29,Internet Software And Services,Canada,Vancouver,North America,2010,$217M,0.217,1,"Foundation Capital, Summit Partners, Adams Street Partners",1.0,"Foundation Capital, Summit Partners, Adams Street Partners",11,1.0
VOI,2021-12-21,Travel,Sweden,Stockholm,Europe,2018,$516M,0.516,1,"Vostok New Ventures, The Raine Group, Balderton Capital",1.0,"Vostok New Ventures, The Raine Group, Balderton Capital",3,1.0
Vox Media,2015-08-12,Internet Software And Services,United States,Washington,North America,2011,$308M,0.308,1,"Accel Partners, Comcast Ventures, General Atlantic",1.0,"Accel Partners, Comcast Ventures, General Atlantic",4,1.0
VTS,2019-05-07,Internet Software And Services,United States,New York,North America,2012,$187M,0.187,1,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",1.0,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",7,1.0
Watershed,2022-02-08,Internet Software And Services,United States,San Francisco,North America,2019,$70M,0.07,1,"Kleiner Perkins Caufield & Byers, Sequoia Capital",1.0,"Kleiner Perkins Caufield & Byers, Sequoia Capital",3,1.0
Weights & Biases,2021-10-13,Internet Software And Services,United States,San Francisco,North America,2017,$200M,0.2,1,"Coatue Management, Insight Partners, Trinity Ventures",1.0,"Coatue Management, Insight Partners, Trinity Ventures",4,1.0
WeLab,2017-11-08,Fintech,Hong Kong,,Asia,2013,$871M,0.871,1,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",1.0,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",4,1.0
