,Company,Date Joined,Industry,Country,City,Continent,Year Founded,Funding,Valuation (March) ($B),Select Investors (March),Valuation (November) ($B),Select Investors (November),Years to Unicorn,Most Recent Valuation
908,InFarm,2021-12-16,Other,Germany,Berlin,Europe,2013,$600M,1,"Atomico, Hanaco Venture Capital, TriplePoint Capital",1.0,"Atomico, Hanaco Venture Capital, TriplePoint Capital",8,1.0
909,Infobip,2020-07-30,Mobile And Telecommunications,Croatia,Vodnjan,Europe,2006,$200M,1,One Equity Partners,1.0,One Equity Partners,14,1.0
910,Injective Protocol,2021-04-20,Fintech,United States,New York,North America,2018,$17M,1,"Pantera Capital, Cadenza Ventures, BlockTower Capital",1.0,"Pantera Capital, Cadenza Ventures, BlockTower Capital",3,1.0
911,Intellifusion,2019-03-22,Artificial Intelligence,China,Shenzhen,Asia,2014,$173M,1,"BOC International, TopoScend Capital, Hongxiu VC",1.0,"BOC International, TopoScend Capital, Hongxiu VC",5,1.0
912,Interos,2021-07-22,Fintech,United States,Arlington,North America,2005,$135M,1,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",1.0,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",16,1.0
913,Iodine Software,2021-12-01,Data Management And Analytics,United States,Austin,North America,2010,Unknown,1,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",1.0,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",11,1.0
914,JoyTunes,2021-06-21,Edtech,Israel,Tel Aviv,Asia,2011,$92M,1,"Genesis Partners, Aleph, Insight Partners",1.0,"Genesis Partners, Aleph, Insight Partners",10,1.0
915,Kendra Scott,2016-12-21,Consumer And Retail,United States,Austin,North America,2002,Unknown,1,"Berkshire Partners, Norwest Venture Partners",1.0,"Berkshire Partners, Norwest Venture Partners",14,1.0
916,Kitopi,2021-07-01,"Supply Chain, Logistics, And Delivery",United Arab Emirates,Dubai,Asia,2018,$504M,1,"CE-Ventures, BECO Capital, Nordstar",1.55,"CE-Ventures, BECO Capital, Nordstar",3,1.55
917,KnowBox,2019-05-30,Edtech,China,Beijing,Asia,2014,$306M,1,"TAL Education Group, Legend Star, Alibaba Group",1.0,"TAL Education Group, Legend Star, Alibaba Group",5,1.0
918,Kopi Kenangan,2021-12-27,Consumer And Retail,Indonesia,Jakarta,Asia,2017,$333M,1,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",1.0,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",4,1.0
919,Lamabang,2015-03-06,E-commerce And Direct-to-consumer,China,Shenzhen,Asia,2011,$130M,1,"5Y Capital, Matrix Partners China, K2VC",1.0,"5Y Capital, Matrix Partners China, K2VC",4,1.0
920,LayerZero Labs,2022-03-30,Internet Software And Services,United States,New York,North America,2021,$143M,1,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1.0,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1,1.0
921,Lessen,2021-11-30,Internet Software And Services,United States,Scottsdale,North America,2019,$205M,1,"Khosla Ventures, General Catalyst, Navitas Capital",1.0,"Khosla Ventures, General Catalyst, Navitas Capital",2,1.0
922,LetsGetChecked,2021-06-07,Health,Ireland,Dublin,Europe,2015,$263M,1,"Optum Ventures, Qiming Venture Partners, Transformation Capital",1.0,"Optum Ventures, Qiming Venture Partners, Transformation Capital",6,1.0
923,Licious,2021-10-05,E-commerce And Direct-to-consumer,India,Bengaluru,Asia,2015,$489M,1,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",1.0,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",6,1.0
924,LinkDoc Technology,2018-07-05,Health,China,Beijing,Asia,2014,$253M,1,"China Investment Corporation, New Enterprise Associates",1.0,"China Investment Corporation, New Enterprise Associates",4,1.0
925,Locus Robotics,2021-02-17,Hardware,United States,Wilmington,North America,2014,$299M,1,"Scale Venture Partners, Bond, Tiger Global Management",1.0,"Scale Venture Partners, Bond, Tiger Global Management",7,1.0
926,Lookout,2013-10-10,Cybersecurity,United States,San Francisco,North America,2007,$282M,1,"Accel Partners, Greylock Partners, Lowercase Capital",1.0,"Accel Partners, Greylock Partners, Lowercase Capital",6,1.0
927,Lydia,2021-12-08,Fintech,France,Paris,Europe,2011,$263M,1,"NewAlpha, XAnge Private Equity, Tencent Holdings",1.0,"NewAlpha, XAnge Private Equity, Tencent Holdings",10,1.0
928,MadeiraMadeira,2021-01-07,E-commerce And Direct-to-consumer,Brazil,Parana,South America,2009,$336M,1,"Flybridge Capital Partners, SoftBank Group, Monashees+",1.0,"Flybridge Capital Partners, SoftBank Group, Monashees+",12,1.0
929,Maimai,2017-11-15,Mobile And Telecommunications,China,Beijing,Asia,2013,$300M,1,"Morningside Venture Capital, IDG Capital, DCM Ventures",1.0,"Morningside Venture Capital, IDG Capital, DCM Ventures",4,1.0
930,Mammoth Biosciences,2021-09-09,Health,United States,Brisbane,North America,2017,$265M,1,"NFX, Plum Alley, Mayfield",1.0,"NFX, Plum Alley, Mayfield",4,1.0
931,Masterworks,2021-10-05,Fintech,United States,New York,North America,2017,$110M,1,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",1.0,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",4,1.0
932,Maven Clinic,2021-08-17,Health,United States,New York,North America,2014,$202M,1,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",1.0,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",7,1.0
933,MediaMath,2018-07-10,Internet Software And Services,United States,New York,North America,2007,$325M,1,"Silicon Valley Bank, QED Investors, European Founders Fund",1.0,"Silicon Valley Bank, QED Investors, European Founders Fund",11,1.0
934,Meero,2019-06-18,Artificial Intelligence,France,Paris,Europe,2016,$293M,1,"Aglae Ventures, Global Founders Capital, Alven Capital",1.0,"Aglae Ventures, Global Founders Capital, Alven Capital",3,1.0
935,Mensa Brands,2021-11-16,Other,India,Bengaluru,Asia,2021,$218M,1,"Accel, Falcon Edge Capital, Norwest Venture Partners",1.0,"Accel, Falcon Edge Capital, Norwest Venture Partners",0,1.0
936,Mia.com,2015-09-08,E-commerce And Direct-to-consumer,China,Beijing,Asia,2011,$232M,1,"Sequoia Capital China, ZhenFund, K2 Ventures",1.0,"Sequoia Capital China, ZhenFund, K2 Ventures",4,1.0
937,Minio,2022-01-26,Data Management And Analytics,United States,Palo Alto,North America,2014,$126M,1,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",1.0,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",8,1.0
938,Mobvoi,2017-04-06,Consumer And Retail,China,Beijing,Asia,2012,$252M,1,"Sequoia Capital China, SIG Asia Investments, ZhenFund",1.0,"Sequoia Capital China, SIG Asia Investments, ZhenFund",5,1.0
939,Moka,2021-11-02,Internet Software And Services,China,Beijing,Asia,2015,$144M,1,"GGV Capital, GSR Ventures, FreesFund",1.0,"GGV Capital, GSR Ventures, FreesFund",6,1.0
940,Momenta,2018-10-17,Artificial Intelligence,China,Beijing,Asia,2016,$1B,1,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1.0,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2,1.0
941,Morning Consult,2021-06-08,Internet Software And Services,United States,Washington DC,North America,2014,$91M,1,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",1.0,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",7,1.0
942,Movile,2018-07-12,Mobile And Telecommunications,Brazil,Sao Paulo,South America,1998,$588M,1,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",1.0,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",20,1.0
943,Mux,2021-04-30,Internet Software And Services,United States,San Francisco,North America,2015,$174M,1,"Accel, Cobalt Capital, Andreessen Horowitz",1.0,"Accel, Cobalt Capital, Andreessen Horowitz",6,1.0
944,Nature's Fynd,2021-07-19,Other,United States,Chicago,North America,2012,$463M,1,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",1.0,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",9,1.0
945,News Break,2021-01-07,Internet Software And Services,United States,Mountain View,North America,2015,$151M,1,"IDG Capital, Francisco Partners, ZhenFund",1.0,"IDG Capital, Francisco Partners, ZhenFund",6,1.0
946,Newsela,2021-02-25,Internet Software And Services,United States,New York,North America,2013,$172M,1,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",1.0,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",8,1.0
947,NIUM,2021-07-13,Fintech,Singapore,,Asia,2014,$285M,1,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",1.0,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",7,1.0
948,NoBroker,2021-11-23,Internet Software And Services,India,Bengaluru,Asia,2014,$424M,1,"General Atlantic, Elevation Capital, BEENEXT",1.0,"General Atlantic, Elevation Capital, BEENEXT",7,1.0
949,Noname Security,2021-12-15,Cybersecurity,United States,Palo Alto,North America,2020,$220M,1,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1.0,"Insight Partners, Lightspeed Venture Partners, CyberStarts",1,1.0
950,Numbrs,2019-08-22,Fintech,Switzerland,Zurich,Europe,1999,$105M,1,"Investment Corporation of Dubai, Centralway",1.0,"Investment Corporation of Dubai, Centralway",20,1.0
951,Omada Health,2022-02-23,Health,United States,San Francisco,North America,2011,$449M,1,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",1.0,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",11,1.0
952,Omio,2018-10-23,Travel,Germany,Berlin,Europe,2013,$396M,1,"Lakestar, Battery Ventures, New Enterprise Associates",1.0,"Lakestar, Battery Ventures, New Enterprise Associates",5,1.0
953,ONE,2021-12-08,Internet Software And Services,Singapore,,Asia,2011,$515M,1,"Temasek, Guggenheim Investments, Qatar Investment Authority",1.0,"Temasek, Guggenheim Investments, Qatar Investment Authority",10,1.0
954,OpenWeb,2021-11-09,Internet Software And Services,United States,New York,North America,2012,$223M,1,"Insight Partners, AltaIR Capital, Norma Investments",1.5,"Insight Partners, AltaIR Capital, Norma Investments",9,1.5
955,Orca Bio,2020-06-17,Health,United States,Menlo Park,North America,2016,$192M,1,"Lightspeed Venture Partners, Data Collective, 8VC",1.0,"Lightspeed Venture Partners, Data Collective, 8VC",4,1.0
956,Orchard,2021-09-09,Fintech,United States,New York,North America,2017,$252M,1,"Accomplice, Juxtapose, FirstMark Capital",1.0,"Accomplice, Juxtapose, FirstMark Capital",4,1.0
957,Owkin,2021-11-18,Artificial Intelligence,United States,New York,North America,2016,$254M,1,"Google Ventures, Cathay Innovation, NJF Capital",1.0,"Google Ventures, Cathay Innovation, NJF Capital",5,1.0
958,PandaDoc,2021-09-22,Internet Software And Services,United States,San Francisco,North America,2016,$51M,1,"Rembrandt Venture Partners, M12, Altos Ventures",1.0,"Rembrandt Venture Partners, M12, Altos Ventures",5,1.0
959,Pat McGrath Labs,2018-07-16,Consumer And Retail,United States,New York,North America,2016,$60M,1,"One Luxury Group, Eurazeo",1.0,"One Luxury Group, Eurazeo",2,1.0
960,PatSnap,2021-03-16,Internet Software And Services,Singapore,,Asia,2007,$352M,1,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",1.0,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",14,1.0
961,Payhawk,2022-02-14,Fintech,United Kingdom,London,Europe,2018,$239M,1,"Earlybird Venture Capital, Eleven Ventures, QED Investors",1.0,"Earlybird Venture Capital, Eleven Ventures, QED Investors",4,1.0
962,Pentera,2022-01-11,Cybersecurity,Israel,Petah Tikva,Asia,2015,$190M,1,"AWZ Ventures, Blackstone, Insight Partners",1.0,"AWZ Ventures, Blackstone, Insight Partners",7,1.0
963,Pet Circle,2021-12-06,E-commerce And Direct-to-consumer,Australia,Alexandria,Oceania,2011,$125M,1,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",1.0,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",10,1.0
964,PicsArt,2021-08-26,Mobile And Telecommunications,United States,San Francisco,North America,2011,$195M,1,"Sequoia Capital, DCM Ventures, Insight Partners",1.0,"Sequoia Capital, DCM Ventures, Insight Partners",10,1.0
965,PLACE,2021-11-17,Internet Software And Services,United States,Bellingham,North America,2020,$100M,1,"Goldman Sachs Asset Management, 3L",1.0,"Goldman Sachs Asset Management, 3L",1,1.0
966,Placer.ai,2022-01-12,Artificial Intelligence,United States,Los Altos,North America,2016,$166M,1,"Fifth Wall Ventures, JBV Capital, Array Ventures",1.0,"Fifth Wall Ventures, JBV Capital, Array Ventures",6,1.0
967,Playco,2020-09-21,Other,Japan,Tokyo,Asia,2020,$140M,1,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1.0,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",0,1.0
968,Poizon,2019-04-29,Mobile And Telecommunications,China,Shanghai,Asia,2015,Unknown,1,"DST Global, Sequoia Capital China, Gaorong Capital",1.0,"DST Global, Sequoia Capital China, Gaorong Capital",4,1.0
969,PPRO,2021-01-19,Fintech,United Kingdom,London,Europe,2006,$370M,1,"Wellington Management, Eurazeo, Citi Ventures",1.0,"Wellington Management, Eurazeo, Citi Ventures",15,1.0
970,Printful,2021-05-24,Other,United States,Charlotte,North America,2016,$130M,1,Bregal Sagemount,1.0,Bregal Sagemount,5,1.0
971,Quantum Metric,2021-01-07,Data Management And Analytics,United States,Colorado Springs,North America,2015,$226M,1,"Insight Partners, Bain Capital Ventures",1.0,"Insight Partners, Bain Capital Ventures",6,1.0
972,Quizlet,2020-05-13,Edtech,United States,San Francisco,North America,2005,$62M,1,"Union Square Ventures, Altos Ventures, Costanoa Ventures",1.0,"Union Square Ventures, Altos Ventures, Costanoa Ventures",15,1.0
973,RapidAPI,2022-03-23,Internet Software And Services,United States,San Francisco,North America,2015,$273M,1,"Green Bay Ventures, M12, Andreessen Horowitz",1.0,"Green Bay Ventures, M12, Andreessen Horowitz",7,1.0
974,Razor,2021-11-08,Consumer And Retail,Germany,Berlin,Europe,2020,$167M,1,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1.0,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",1,1.0
975,Red Ventures,2015-01-07,Other,United States,Fort Mill,North America,2000,$250M,1,"Silver Lake Partners, General Atlantic",1.0,"Silver Lake Partners, General Atlantic",15,1.0
976,REEF Technology,2018-12-10,"Supply Chain, Logistics, And Delivery",United States,Miami,North America,2015,$2B,1,"Target Global, UBS Asset Management, Mubadala Capital",1.0,"Target Global, UBS Asset Management, Mubadala Capital",3,1.0
977,ReliaQuest,2021-12-01,Cybersecurity,United States,Tampa,North America,2007,$330M,1,"KKR, FTV Capital, Ten Eleven Ventures",1.0,"KKR, FTV Capital, Ten Eleven Ventures",14,1.0
978,Revolution Precrafted,2017-10-23,Other,Philippines,Manila,Asia,2015,$15M,1,"K2 Global, 500 Startups",1.0,"K2 Global, 500 Startups",2,1.0
979,Rothy's,2021-12-21,Consumer And Retail,United States,San Francisco,North America,2016,$484M,1,"Alpargatas, GS Growth, Lightspeed Venture Partners",1.0,"Alpargatas, GS Growth, Lightspeed Venture Partners",5,1.0
980,SaltPay,2021-04-09,Fintech,United Kingdom,London,Europe,2019,$1B,1,"Tiger Global Management, Hedosophia",1.0,"Tiger Global Management, Hedosophia",2,1.0
981,Savage X Fenty,2021-02-10,E-commerce And Direct-to-consumer,United States,El Segundo,North America,2018,$310M,1,"Speedinvest, Valar Ventures, Uniqa Ventures",1.0,"Speedinvest, Valar Ventures, Uniqa Ventures",3,1.0
982,Scalapay,2022-02-23,Fintech,Italy,Milan,Europe,2019,$416M,1,"Fasanara Capital, Tiger Global Management, Baleen Capital",1.0,"Fasanara Capital, Tiger Global Management, Baleen Capital",3,1.0
983,Scandit,2022-02-09,"Supply Chain, Logistics, And Delivery",Switzerland,Zurich,Europe,2009,$273M,1,"Atomico, NGP Capital, Google Ventures",1.0,"Atomico, NGP Capital, Google Ventures",13,1.0
984,Sentry,2021-02-18,Other,United States,San Francisco,North America,2011,$127M,1,"New Enterprise Associates, Accel, Bond",3.0,"New Enterprise Associates, Accel, Bond",10,3.0
985,Shield AI,2021-08-24,Artificial Intelligence,United States,San Diego,North America,2015,$328M,1,"Andreessen Horowitz, Homebrew, Point72 Ventures",1.0,"Andreessen Horowitz, Homebrew, Point72 Ventures",6,1.0
986,Shift Technology,2021-05-06,Artificial Intelligence,France,Paris,Europe,2014,$545M,1,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1.0,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",7,1.0
987,ShipBob,2021-06-29,"Supply Chain, Logistics, And Delivery",United States,Chicago,North America,2014,$331M,1,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",1.0,"Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",7,1.0
988,Shippo,2021-06-02,"Supply Chain, Logistics, And Delivery",United States,San Francisco,North America,2013,$154M,1,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",1.0,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",8,1.0
989,Sidecar Health,2021-01-26,Fintech,United States,El Segundo,North America,2018,$163M,1,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1.0,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",3,1.0
990,Sift,2021-04-22,Artificial Intelligence,United States,San Francisco,North America,2011,$157M,1,"Union Square Ventures, Insight Partners, Spark Capital",1.0,"Union Square Ventures, Insight Partners, Spark Capital",10,1.0
991,Skydio,2021-02-25,"Supply Chain, Logistics, And Delivery",United States,Redwood City,North America,2014,$340M,1,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",1.0,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",7,1.0
992,Slice,2021-11-28,Fintech,India,Bengaluru,Asia,2015,$249M,1,"Gunosy Capital, Blume Ventures, Das Capital",1.8,"Gunosy Capital, Blume Ventures, Das Capital",6,1.8
993,SmartAsset,2021-06-24,Fintech,United States,New York,North America,2012,$161M,1,"Javelin Venture Partners, TTV Capital, Peterson Ventures",1.0,"Javelin Venture Partners, TTV Capital, Peterson Ventures",9,1.0
994,SMS Assist,2016-06-07,Internet Software And Services,United States,Chicago,North America,2003,$255M,1,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",1.0,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",13,1.0
